gene,promoter,gene_position,direction,tss,evidence
lpxC,ftsLp2,106557.0,+,91012.0,"[""none"", ""EXP""]"
mraY,ftsLp2,96002.0,+,91012.0,"[""none"", ""EXP""]"
murC,ftsLp2,100765.0,+,91012.0,"[""none"", ""EXP""]"
murD,ftsLp2,97087.0,+,91012.0,"[""none"", ""EXP""]"
murE,ftsLp2,93166.0,+,91012.0,"[""none"", ""EXP""]"
murF,ftsLp2,94650.0,+,91012.0,"[""none"", ""EXP""]"
murG,ftsLp2,99644.0,+,91012.0,"[""none"", ""EXP""]"
ddlB,rsmHp1,102233.0,+,90010.0,"[""none"", ""EXP""]"
ftsA,rsmHp1,103982.0,+,90010.0,"[""none"", ""EXP""]"
ftsI,rsmHp1,91413.0,+,90010.0,"[""none"", ""EXP""]"
ftsL,rsmHp1,91032.0,+,90010.0,"[""none"", ""EXP""]"
ftsQ,rsmHp1,103155.0,+,90010.0,"[""none"", ""EXP""]"
ftsW,rsmHp1,98403.0,+,90010.0,"[""none"", ""EXP""]"
ftsZ,rsmHp1,105305.0,+,90010.0,"[""none"", ""EXP""]"
lpxC,rsmHp1,106557.0,+,90010.0,"[""none"", ""EXP""]"
mraY,rsmHp1,96002.0,+,90010.0,"[""none"", ""EXP""]"
murC,rsmHp1,100765.0,+,90010.0,"[""none"", ""EXP""]"
murD,rsmHp1,97087.0,+,90010.0,"[""none"", ""EXP""]"
murE,rsmHp1,93166.0,+,90010.0,"[""none"", ""EXP""]"
murF,rsmHp1,94650.0,+,90010.0,"[""none"", ""EXP""]"
murG,rsmHp1,99644.0,+,90010.0,"[""none"", ""EXP""]"
rsmH,rsmHp1,90094.0,+,90010.0,"[""none"", ""EXP""]"
ddpA,ddpXp1,1562481.0,-,1563107.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ddpB,ddpXp1,1560929.0,-,1563107.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ddpC,ddpXp1,1559910.0,-,1563107.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ddpD,ddpXp1,1559017.0,-,1563107.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ddpF,ddpXp1,1558038.0,-,1563107.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ddpX,ddpXp1,1563076.0,-,1563107.0,"[""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ddpA,ddpXp3,1562481.0,-,1563249.0,"[""none"", ""COMP""]"
ddpB,ddpXp3,1560929.0,-,1563249.0,"[""none"", ""COMP""]"
ddpC,ddpXp3,1559910.0,-,1563249.0,"[""none"", ""COMP""]"
ddpD,ddpXp3,1559017.0,-,1563249.0,"[""none"", ""COMP""]"
ddpF,ddpXp3,1558038.0,-,1563249.0,"[""none"", ""COMP""]"
ddpX,ddpXp3,1563076.0,-,1563249.0,"[""none"", ""COMP""]"
ddpA,ddpXp2,1562481.0,-,1563201.0,"[""none"", ""COMP""]"
ddpB,ddpXp2,1560929.0,-,1563201.0,"[""none"", ""COMP""]"
ddpC,ddpXp2,1559910.0,-,1563201.0,"[""none"", ""COMP""]"
ddpD,ddpXp2,1559017.0,-,1563201.0,"[""none"", ""COMP""]"
ddpF,ddpXp2,1558038.0,-,1563201.0,"[""none"", ""COMP""]"
ddpX,ddpXp2,1563076.0,-,1563201.0,"[""none"", ""COMP""]"
deaD,yrbNp1,3307860.0,-,3308086.0,"[""COMP"", ""EXP""]"
yrbN,yrbNp1,3307933.0,-,3308086.0,"[""COMP"", ""EXP""]"
deaD,yrbNp2,3307860.0,-,3308698.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
yrbN,yrbNp2,3307933.0,-,3308698.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
decR,decRp,468383.0,+,468352.0,"[""COMP"", ""COMP""]"
dedA,pdxBp,2434741.0,-,2437884.0,"[""none"", ""EXP"", ""EXP""]"
pdxB,pdxBp,2437851.0,-,2437884.0,"[""none"", ""EXP"", ""EXP""]"
truA,pdxBp,2435636.0,-,2437884.0,"[""none"", ""EXP"", ""EXP""]"
usg,pdxBp,2436649.0,-,2437884.0,"[""none"", ""EXP"", ""EXP""]"
dedA,usgp,2434741.0,-,2436890.0,"[""none"", ""EXP""]"
truA,usgp,2435636.0,-,2436890.0,"[""none"", ""EXP""]"
usg,usgp,2436649.0,-,2436890.0,"[""none"", ""EXP""]"
def,defp,3433690.0,+,3433650.0,"[""COMP"", ""EXP""]"
fmt,defp,3434214.0,+,3433650.0,"[""COMP"", ""EXP""]"
degP,degPp,180884.0,+,180845.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
degQ,degQp,3380743.0,+,3380698.0,"[""COMP"", ""EXP""]"
degQ,degQp1,3380743.0,+,3380654.0,"[""EXP""]"
degS,degQp1,3382200.0,+,3380654.0,"[""EXP""]"
degS,degSp,3382200.0,+,3382173.0,"[""COMP"", ""EXP""]"
deoA,deoCp1,4618229.0,+,4616679.0,"[""COMP"", ""EXP""]"
deoB,deoCp1,4619603.0,+,4616679.0,"[""COMP"", ""EXP""]"
deoC,deoCp1,4617323.0,+,4616679.0,"[""COMP"", ""EXP""]"
deoD,deoCp1,4620883.0,+,4616679.0,"[""COMP"", ""EXP""]"
deoA,deoCp2,4618229.0,+,4617278.0,"[""COMP"", ""EXP""]"
deoB,deoCp2,4619603.0,+,4617278.0,"[""COMP"", ""EXP""]"
deoC,deoCp2,4617323.0,+,4617278.0,"[""COMP"", ""EXP""]"
deoD,deoCp2,4620883.0,+,4617278.0,"[""COMP"", ""EXP""]"
deoB,deoBp,4619603.0,+,4619567.0,"[""none"", ""COMP"", ""EXP""]"
deoD,deoBp,4620883.0,+,4619567.0,"[""none"", ""COMP"", ""EXP""]"
dfp,dfpp,3812731.0,+,3812703.0,"[""EXP""]"
dgcC,adrAp,403703.0,+,403687.0,"[""COMP"", ""EXP"", ""COMP""]"
dgcN,yfiRp,2742383.0,+,2741824.0,"[""COMP"", ""EXP""]"
yfiB,yfiRp,2743625.0,+,2741824.0,"[""COMP"", ""EXP""]"
yfiR,yfiRp,2741875.0,+,2741824.0,"[""COMP"", ""EXP""]"
dgcP,yeaPp,1877715.0,+,1877657.0,"[""none"", ""EXP""]"
dgcT,ycdTp,1092876.0,+,1092841.0,"[""COMP"", ""EXP""]"
dgcZ,dgcZp,1623850.0,-,1623879.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dgkA,dgkAp1,4256637.0,+,4256457.0,"[""none"", ""COMP"", ""EXP""]"
dgkA,dgkAp2,4256637.0,+,4256608.0,"[""EXP""]"
dgoA,dgoRp,3873612.0,-,3875185.0,"[""none"", ""EXP"", ""COMP""]"
dgoD,dgoRp,3872998.0,-,3875185.0,"[""none"", ""EXP"", ""COMP""]"
dgoK,dgoRp,3874474.0,-,3875185.0,"[""none"", ""EXP"", ""COMP""]"
dgoR,dgoRp,3875160.0,-,3875185.0,"[""none"", ""EXP"", ""COMP""]"
dgoT,dgoRp,3871730.0,-,3875185.0,"[""none"", ""EXP"", ""COMP""]"
dgt,dgtp1,179237.0,+,179196.0,"[""none"", ""EXP""]"
dgt,dgtp2,179237.0,+,179214.0,"[""none"", ""EXP""]"
dhaK,dhaKp,1250838.0,-,1250944.0,"[""COMP"", ""COMP""]"
dhaL,dhaKp,1249757.0,-,1250944.0,"[""COMP"", ""COMP""]"
dhaM,dhaKp,1249114.0,-,1250944.0,"[""COMP"", ""COMP""]"
dhaR,dhaRp,1251066.0,+,1251003.0,"[""COMP"", ""COMP""]"
dicB,dicBp,1649609.0,+,1649597.0,"[""COMP"", ""COMP"", ""EXP""]"
insD7,dicBp,1650881.0,+,1649597.0,"[""COMP"", ""COMP"", ""EXP""]"
intQ,dicBp,1651512.0,+,1649597.0,"[""COMP"", ""COMP"", ""EXP""]"
ydfD,dicBp,1649794.0,+,1649597.0,"[""COMP"", ""COMP"", ""EXP""]"
ydfE,dicBp,1650078.0,+,1649597.0,"[""COMP"", ""COMP"", ""EXP""]"
dicC,dicCp,1647850.0,-,1647876.0,"[""none"", ""COMP"", ""EXP""]"
ydfW,dicCp,1647323.0,-,1647876.0,"[""none"", ""COMP"", ""EXP""]"
ydfX,dicCp,1647636.0,-,1647876.0,"[""none"", ""COMP"", ""EXP""]"
dinB,dinBp,250898.0,+,250880.0,"[""COMP"", ""COMP""]"
yafN,dinBp,252005.0,+,250880.0,"[""COMP"", ""COMP""]"
yafO,dinBp,252301.0,+,250880.0,"[""COMP"", ""COMP""]"
yafP,dinBp,252709.0,+,250880.0,"[""COMP"", ""COMP""]"
dinB,dinBp2,250898.0,+,250880.0,"[""COMP"", ""COMP""]"
yafN,dinBp2,252005.0,+,250880.0,"[""COMP"", ""COMP""]"
yafO,dinBp2,252301.0,+,250880.0,"[""COMP"", ""COMP""]"
yafP,dinBp2,252709.0,+,250880.0,"[""COMP"", ""COMP""]"
dinD,dinDp,3817760.0,+,3817699.0,"[""none"", ""EXP"", ""COMP""]"
dinF,lexAp,4257742.0,+,4257087.0,"[""COMP"", ""EXP""]"
lexA,lexAp,4257115.0,+,4257087.0,"[""COMP"", ""EXP""]"
dinG,dinGp,833070.0,+,833073.0,"[""COMP"", ""COMP"", ""COMP""]"
ybiB,dinGp,835248.0,+,833073.0,"[""COMP"", ""COMP"", ""COMP""]"
dinI,dinIp,1121487.0,-,1121509.0,"[""none"", ""COMP"", ""EXP""]"
dinJ,dinJp,246502.0,-,246615.0,"[""COMP"", ""COMP""]"
yafQ,dinJp,246239.0,-,246615.0,"[""COMP"", ""COMP""]"
dinQ,dinQp,3647788.0,-,3647982.0,"[""none"", ""EXP""]"
dkgA,dkgAp,3156623.0,+,3156571.0,"[""EXP""]"
dkgA,yqhDp,3156623.0,+,3155302.0,"[""COMP"", ""EXP""]"
yqhD,yqhDp,3155355.0,+,3155302.0,"[""COMP"", ""EXP""]"
dkgB,dkgBp,229167.0,+,229098.0,"[""COMP"", ""COMP""]"
dksA,dksAp3,160604.0,-,160751.0,"[""none"", ""EXP""]"
gluQ,dksAp3,160112.0,-,160751.0,"[""none"", ""EXP""]"
dksA,dksAp1,160604.0,-,160722.0,"[""none"", ""EXP"", ""EXP""]"
gluQ,dksAp1,160112.0,-,160722.0,"[""none"", ""EXP"", ""EXP""]"
dksA,dksAp2,160604.0,-,160657.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
gluQ,dksAp2,160112.0,-,160657.0,"[""COMP"", ""EXP"", ""EXP"", ""EXP""]"
dksA,sfsAp,160604.0,-,161515.0,"[""COMP"", ""COMP""]"
sfsA,sfsAp,161486.0,-,161515.0,"[""COMP"", ""COMP""]"
dmsA,dmsAp1,940959.0,+,940823.0,"[""COMP"", ""EXP""]"
dmsB,dmsAp1,943414.0,+,940823.0,"[""COMP"", ""EXP""]"
dmsC,dmsAp1,944033.0,+,940823.0,"[""COMP"", ""EXP""]"
dmsA,dmsAp2,940959.0,+,940878.0,"[""COMP""]"
dmsB,dmsAp2,943414.0,+,940878.0,"[""COMP""]"
dmsC,dmsAp2,944033.0,+,940878.0,"[""COMP""]"
dmsC,dmsCp,944033.0,+,943957.0,"[""COMP"", ""EXP"", ""EXP""]"
dmsD,ynfEp2,1664506.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfE,ynfEp2,1658069.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfF,ynfEp2,1660556.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfG,ynfEp2,1662990.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfH,ynfEp2,1663609.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
dmsD,ynfEp,1664506.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfE,ynfEp,1658069.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfF,ynfEp,1660556.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfG,ynfEp,1662990.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
ynfH,ynfEp,1663609.0,+,1658003.0,"[""COMP"", ""COMP"", ""EXP""]"
dnaA,dnaAp1,3883729.0,-,3883961.0,"[""none"", ""EXP""]"
dnaN,dnaAp1,3882321.0,-,3883961.0,"[""none"", ""EXP""]"
recF,dnaAp1,3881221.0,-,3883961.0,"[""none"", ""EXP""]"
dnaA,dnaAp2,3883729.0,-,3883882.0,"[""none"", ""EXP""]"
dnaN,dnaAp2,3882321.0,-,3883882.0,"[""none"", ""EXP""]"
recF,dnaAp2,3881221.0,-,3883882.0,"[""none"", ""EXP""]"
dnaB,dnaBp,4264314.0,+,4264283.0,"[""EXP""]"
dnaC,dnaTp,4600975.0,-,4601615.0,"[""none"", ""EXP"", ""COMP""]"
dnaT,dnaTp,4601517.0,-,4601615.0,"[""none"", ""EXP"", ""COMP""]"
yjjA,dnaTp,4600189.0,-,4601615.0,"[""none"", ""EXP"", ""COMP""]"
dnaC,yjjBp,4600975.0,-,4602177.0,"[""none"", ""EXP""]"
dnaT,yjjBp,4601517.0,-,4602177.0,"[""none"", ""EXP""]"
yjjA,yjjBp,4600189.0,-,4602177.0,"[""none"", ""EXP""]"
yjjB,yjjBp,4602097.0,-,4602177.0,"[""none"", ""EXP""]"
dnaG,rpsUp3,3211107.0,+,3210735.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
rpoD,rpsUp3,3213047.0,+,3210735.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
rpsU,rpsUp3,3210781.0,+,3210735.0,"[""none"", ""COMP"", ""EXP"", ""EXP""]"
dnaG,rpsUp2,3211107.0,+,3210712.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP""]"
rpoD,rpsUp2,3213047.0,+,3210712.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP""]"
rpsU,rpsUp2,3210781.0,+,3210712.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP""]"
dnaG,rpsUp1,3211107.0,+,3210646.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
rpoD,rpsUp1,3213047.0,+,3210646.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
rpsU,rpsUp1,3210781.0,+,3210646.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
dnaJ,dnaKp3,14168.0,+,12144.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
dnaK,dnaKp3,12163.0,+,12144.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
dnaJ,dnaKp2,14168.0,+,12123.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
dnaK,dnaKp2,12163.0,+,12123.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
dnaJ,dnaKp1,14168.0,+,12048.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
dnaK,dnaKp1,12163.0,+,12048.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP"", ""EXP"", ""EXP"", ""EXP""]"
dnaN,dnaNp3,3882321.0,-,3882562.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp3,3881221.0,-,3882562.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaN,dnaNp1,3882321.0,-,3882733.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp1,3881221.0,-,3882733.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaN,dnaNp4,3882321.0,-,3882348.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp4,3881221.0,-,3882348.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaN,dnaNp2,3882321.0,-,3882590.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp2,3881221.0,-,3882590.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaN,dnaNp5,3882321.0,-,3882348.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp5,3881221.0,-,3882348.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaN,dnaNp,3882321.0,-,3882733.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp,3881221.0,-,3882733.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaN,dnaNp6,3882321.0,-,3882590.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
recF,dnaNp6,3881221.0,-,3882590.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
dnaQ,dnaQp2,236067.0,+,236017.0,"[""none"", ""EXP""]"
dnaQ,dnaQp1,236067.0,+,235934.0,"[""none"", ""EXP""]"
dnaX,dnaXp,492092.0,+,492056.0,"[""none"", ""EXP"", ""COMP""]"
dolP,yraPp2,3296409.0,+,3296072.0,"[""COMP"", ""EXP"", ""COMP""]"
dolP,yraPp,3296409.0,+,3296349.0,"[""COMP"", ""EXP"", ""COMP""]"
dpiA,dpiBp2,653862.0,+,652172.0,"[""none"", ""EXP""]"
dpiB,dpiBp2,652235.0,+,652172.0,"[""none"", ""EXP""]"
dpiA,dpiBp1,653862.0,+,651984.0,"[""none"", ""EXP""]"
dpiB,dpiBp1,652235.0,+,651984.0,"[""none"", ""EXP""]"
dppA,dppAp,3707705.0,-,3707870.0,"[""COMP"", ""EXP"", ""EXP""]"
dppB,dppAp,3705790.0,-,3707870.0,"[""COMP"", ""EXP"", ""EXP""]"
dppC,dppAp,3704761.0,-,3707870.0,"[""COMP"", ""EXP"", ""EXP""]"
dppD,dppAp,3703848.0,-,3707870.0,"[""COMP"", ""EXP"", ""EXP""]"
dppF,dppAp,3702868.0,-,3707870.0,"[""COMP"", ""EXP"", ""EXP""]"
dps,dpsp2,848911.0,-,848950.0,"[""COMP"", ""EXP"", ""EXP""]"
dps,dpsp,848911.0,-,848950.0,"[""COMP"", ""EXP"", ""EXP""]"
dsbA,dsbAp,4043418.0,+,4043377.0,"[""COMP"", ""EXP"", ""COMP""]"
dsbA,srkAp,4043418.0,+,4042391.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP"", ""COMP""]"
srkA,srkAp,4042415.0,+,4042391.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP"", ""COMP""]"
dsbC,dsbCp,3038822.0,-,3038834.0,"[""COMP"", ""EXP"", ""COMP""]"
dsbC,dsbCp2,3038822.0,-,3039633.0,"[""COMP"", ""EXP"", ""COMP""]"
prfB,dsbCp2,3036282.0,-,3039633.0,"[""COMP"", ""EXP"", ""COMP""]"
recJ,dsbCp2,3038106.0,-,3039633.0,"[""COMP"", ""EXP"", ""COMP""]"
dsbC,xerDp,3038822.0,-,3039851.0,"[""COMP"", ""EXP"", ""COMP""]"
recJ,xerDp,3038106.0,-,3039851.0,"[""COMP"", ""EXP"", ""COMP""]"
xerD,xerDp,3039743.0,-,3039851.0,"[""COMP"", ""EXP"", ""COMP""]"
dsbC,xerDp2,3038822.0,-,3039851.0,"[""COMP"", ""EXP"", ""COMP""]"
recJ,xerDp2,3038106.0,-,3039851.0,"[""COMP"", ""EXP"", ""COMP""]"
xerD,xerDp2,3039743.0,-,3039851.0,"[""COMP"", ""EXP"", ""COMP""]"
dsbG,dsbGp,638573.0,-,638800.0,"[""none"", ""EXP""]"
dsdA,dsdAp,2479202.0,+,2479121.0,"[""COMP"", ""EXP""]"
dsdA,dsdXp,2479202.0,+,2477821.0,"[""COMP"", ""EXP""]"
dsdX,dsdXp,2477847.0,+,2477821.0,"[""COMP"", ""EXP""]"
dsdC,dsdCp,2477629.0,-,2477746.0,"[""COMP"", ""COMP""]"
dsrA,dsrAp,2025313.0,-,2025313.0,"[""COMP"", ""EXP"", ""COMP""]"
dtd,yihXp,4077015.0,+,4075548.0,"[""EXP""]"
fabY,yihXp,4077449.0,+,4075548.0,"[""EXP""]"
yihX,yihXp,4075553.0,+,4075548.0,"[""EXP""]"
yihY,yihXp,4076146.0,+,4075548.0,"[""EXP""]"
dtpA,tppBp,1712769.0,+,1712671.0,"[""COMP"", ""EXP""]"
dusB,dusBp,3410280.0,+,3410246.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
fis,dusBp,3411271.0,+,3410246.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
dusC,dusCp,2230385.0,-,2230395.0,"[""none"", ""EXP""]"
dut,dutp,3813929.0,+,3813852.0,"[""COMP"", ""COMP""]"
slmA,dutp,3814494.0,+,3813852.0,"[""COMP"", ""COMP""]"
dxs,xseBp,440177.0,-,441373.0,"[""COMP"", ""COMP""]"
ispA,xseBp,441101.0,-,441373.0,"[""COMP"", ""COMP""]"
xseB,xseBp,441343.0,-,441373.0,"[""COMP"", ""COMP""]"
yajO,xseBp,438135.0,-,441373.0,"[""COMP"", ""COMP""]"
ebgA,ebgAp,3222633.0,+,3222551.0,"[""COMP"", ""COMP""]"
ebgC,ebgAp,3225722.0,+,3222551.0,"[""COMP"", ""COMP""]"
ebgR,ebgRp,3221466.0,+,3221437.0,"[""EXP""]"
ecnB,ecnBp,4376553.0,+,4376509.0,"[""COMP"", ""EXP""]"
ecpA,ecpAp,310671.0,-,310797.0,"[""COMP""]"
ecpB,ecpBp1,310026.0,-,310119.0,"[""EXP""]"
ecpC,ecpBp1,309332.0,-,310119.0,"[""EXP""]"
ecpD,ecpBp1,306817.0,-,310119.0,"[""EXP""]"
ecpE,ecpBp1,305205.0,-,310119.0,"[""EXP""]"
ecpB,ecpBp2,310026.0,-,310076.0,"[""EXP""]"
ecpC,ecpBp2,309332.0,-,310076.0,"[""EXP""]"
ecpD,ecpBp2,306817.0,-,310076.0,"[""EXP""]"
ecpE,ecpBp2,305205.0,-,310076.0,"[""EXP""]"
eda,edap2,1932756.0,-,1932799.0,"[""none"", ""EXP""]"
eda,edap3,1932756.0,-,1932784.0,"[""none"", ""EXP""]"
eda,edap1,1932756.0,-,1933109.0,"[""none"", ""EXP""]"
eda,eddp,1932756.0,-,1934713.0,"[""COMP"", ""EXP""]"
edd,eddp,1934604.0,-,1934713.0,"[""COMP"", ""EXP""]"
efeU,efeUp,1081356.0,+,1081307.0,"[""EXP"", ""COMP""]"
efp,efpp,4375699.0,+,4375567.0,"[""COMP"", ""COMP""]"
elaB,elaBp,2381027.0,-,2381053.0,"[""none"", ""EXP"", ""COMP"", ""EXP""]"
emrA,mprAp,2811427.0,+,2810747.0,"[""COMP"", ""COMP"", ""EXP""]"
emrB,mprAp,2812616.0,+,2810747.0,"[""COMP"", ""COMP"", ""EXP""]"
mprA,mprAp,2810770.0,+,2810747.0,"[""COMP"", ""COMP"", ""EXP""]"
emrD,emrDp,3853922.0,+,3853845.0,"[""COMP"", ""COMP"", ""EXP""]"
emrK,emrKp,2483339.0,-,2483448.0,"[""none"", ""EXP"", ""EXP""]"
emrY,emrKp,2482176.0,-,2483448.0,"[""none"", ""EXP"", ""EXP""]"
endA,endAp1,3090347.0,+,3090327.0,"[""none"", ""COMP""]"
endA,endAp2,3090347.0,+,3090275.0,"[""none"", ""COMP""]"
eno,enop5,2907941.0,-,2908152.0,"[""none"", ""EXP""]"
eno,enop1,2907941.0,-,2908674.0,"[""none"", ""EXP""]"
eno,enop4,2907941.0,-,2907968.0,"[""none"", ""EXP""]"
eno,enop8,2907941.0,-,2907968.0,"[""none"", ""EXP""]"
eno,enop2,2907941.0,-,2908702.0,"[""none"", ""EXP""]"
eno,enop7,2907941.0,-,2908152.0,"[""none"", ""EXP""]"
eno,enop6,2907941.0,-,2908018.0,"[""none"", ""EXP"", ""EXP""]"
eno,enop3,2907941.0,-,2908846.0,"[""none"", ""EXP""]"
eno,pyrGp2,2907941.0,-,2909717.0,"[""none"", ""EXP""]"
pyrG,pyrGp2,2909666.0,-,2909717.0,"[""none"", ""EXP""]"
eno,pyrGp1,2907941.0,-,2909797.0,"[""none"", ""EXP""]"
pyrG,pyrGp1,2909666.0,-,2909797.0,"[""none"", ""EXP""]"
eno,pyrGp,2907941.0,-,2909713.0,"[""EXP""]"
pyrG,pyrGp,2909666.0,-,2909713.0,"[""EXP""]"
entA,entCp,628551.0,+,624831.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
entB,entCp,627694.0,+,624831.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
entC,entCp,624885.0,+,624831.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
entE,entCp,626070.0,+,624831.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
entH,entCp,629300.0,+,624831.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
entD,fepAp,610079.0,-,612667.0,"[""COMP"", ""EXP""]"
fepA,fepAp,612494.0,-,612667.0,"[""COMP"", ""EXP""]"
entF,fesp,614157.0,+,612687.0,"[""COMP"", ""EXP""]"
fepE,fesp,618254.0,+,612687.0,"[""COMP"", ""EXP""]"
fes,fesp,612737.0,+,612687.0,"[""COMP"", ""EXP""]"
ybdZ,fesp,613942.0,+,612687.0,"[""COMP"", ""EXP""]"
entH,entHp,629300.0,+,629292.0,"[""EXP""]"
entS,entSp2,622300.0,+,622253.0,"[""COMP"", ""EXP"", ""COMP""]"
entS,entSp1,622300.0,+,622258.0,"[""COMP"", ""EXP"", ""COMP""]"
envC,gpmMp1,3786838.0,+,3785235.0,"[""EXP""]"
gpmM,gpmMp1,3785260.0,+,3785235.0,"[""EXP""]"
yibQ,gpmMp1,3788101.0,+,3785235.0,"[""EXP""]"
envC,gpmMp2,3786838.0,+,3785187.0,"[""none"", ""EXP""]"
gpmM,gpmMp2,3785260.0,+,3785187.0,"[""none"", ""EXP""]"
yibQ,gpmMp2,3788101.0,+,3785187.0,"[""none"", ""EXP""]"
envZ,ompRp1,3535868.0,-,3536707.0,"[""COMP"", ""COMP"", ""EXP""]"
ompR,ompRp1,3536584.0,-,3536707.0,"[""COMP"", ""COMP"", ""EXP""]"
envZ,ompRp4,3535868.0,-,3536755.0,"[""COMP"", ""COMP"", ""EXP""]"
ompR,ompRp4,3536584.0,-,3536755.0,"[""COMP"", ""COMP"", ""EXP""]"
envZ,ompRp2,3535868.0,-,3536685.0,"[""COMP"", ""EXP""]"
ompR,ompRp2,3536584.0,-,3536685.0,"[""COMP"", ""EXP""]"
envZ,ompRp3,3535868.0,-,3536639.0,"[""COMP"", ""COMP"", ""EXP""]"
ompR,ompRp3,3536584.0,-,3536639.0,"[""COMP"", ""COMP"", ""EXP""]"
epd,epdp,3073691.0,-,3073823.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
fbaA,epdp,3071244.0,-,3073823.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
pgk,epdp,3072622.0,-,3073823.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
epd,epdp2,3073691.0,-,3073823.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
pgk,epdp2,3072622.0,-,3073823.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
epmA,epmAp,4382643.0,+,4382618.0,"[""EXP""]"
eptB,eptBp2,3710475.0,-,3710581.0,"[""COMP"", ""EXP"", ""EXP""]"
eptB,eptBp,3710475.0,-,3710581.0,"[""COMP"", ""EXP"", ""EXP""]"
erpA,erpAp,176610.0,+,176561.0,"[""none"", ""EXP""]"
esrE,esrEp,4019978.0,+,4019978.0,"[""none"", ""EXP"", ""EXP""]"
